SH_Customer No,SH_Customer City,SH_Customer Post Code
0000009429,MILLICENT,5280
0000009431,WINGFIELD,5013
0000009432,MILLICENT,5280
0000009433,Lonsdale,5160
0000009434,KILBURN,5084
0000009435,Dry Creek,5094
0000009436,THEBARTON,5031
0000009438,SALISBURY SOUTH,5106
0000009439,Clovelly Park,5042
0000009440,TONSLEY PARK,5042
0000009441,Lonsdale,5161
0000009443,CAVAN,5094
0000009445,WOODVILLE,5011
0000009447,BIRKENHEAD,5015
0000009449,Lonsdale,5160
0000009450,PT STANVAC,5160
0000009451,DULWICH,5065
0000009452,THEBARTON,5031
0000009453,REGENCY PARK,5010
0000009454,Osborne,5018
0000009455,Osborne,5017
0000009456,Osborne,5017
0000009457,PT PIRIE,5033
0000009458,REGENCY PARK,5010
0000009459,WINGFIELD,5013
0000009460,Osborne,5017
0000009461,Osborne,5017
0000009462,Dry Creek,5094
0000009463,Osborne,5017
0000009464,Osborne,5017
0000009466,WINGFIELD,5013
0000009467,WOODVILLE NORTH,5012
0000009468,GEPPS CROSS,5094
0000009469,KENT TOWN,5067
0000009470,Elizabeth,5112
0000009471,WINGFIELD,5013
0000009472,GILLMAN,5013
0000009475,Torrens Island,5960
0000009476,ANGLE PARK,5010
0000009477,CRYSTAL BROOK,5523
0000009478,MORGAN,5320
0000009479,TAILEM BEND,5260
0000009480,HAHNDORF,5245
0000009481,WARREN DAM,5033
0000009482,Myponga,5202
0000009483,LOXTON,5333
0000009484,WOOLPUNDA,5333
0000009485,MILANG,5256
0000009486,STRATHALBYN,5255
0000009487,SWAN REACH,5354
0000009488,METROPOLITAN AREA,5159
0000009489,RIVERLAND REGION,5354
0000009490,MURRAY MALLEE REGION,5245
0000009491,FLEURIEU REGION,5202
0000009492,SOUTH EAST REGION,5290
0000009493,EYRE PENINSULA REGION,5606
0000009494,HAPPY VALLEY,5159
0000009495,ADELAIDE,5001
0000009496,GILLMAN,5013
0000009497,MOOMBA,5731
0000009498,WOODVILLE,5011
0000009499,MILLICENT,5280
0000009500,MILLICENT,5280
0000009501,MILLICENT,5280
0000009502,RICHMOND,5033
0000009503,Lonsdale,5160
0000009504,ADELAIDE,5001
0000009505,Myponga,5202
0000009506,METRO AREA,5159
0000009507,FLEURIEU REGION,5202
0000009508,HENDON,5014
0000009509,COCKATOO VALLEY,5351
0000009510,HOPE VALLEY,5090
0000009511,Anstey Hill,5131
0000009512,HILLBANK,5112
0000009513,KILBURN,5084
0000009514,ROXBY DOWNS,5725
0000009515,BEVERLEY,5009
0000009517,KILBURN,5084
0000009518,WINGFIELD,5013
0000009519,HOLDEN HILL,5088
0000009520,WINGFIELD,5013
0000009522,Torrens Island,5015
0000009544,CORROBOREE,0800
0000009631,MARLESTON,5033
0000009809,Port Hedland,6721
0000009824,REYNELLA,5161
0000010633,Melrose Park,5039
0000010800,BEVERLEY,5009
0000010846,HOLDEN HILL,5088
0000010847,BEVERLEY,5009
0000010848,EDWARDSTOWN,5039
0000010849,EDWARDSTOWN,5039
0000010850,HENDON,5014
0000010851,GEPPS CROSS,5094
0000010853,Melrose Park,5039
0000010864,CAMDEN PARK,5038
0000011081,WINGFIELD,5013
0000011082,Melrose Park,""
0000011125,MARLESTON,5033
0000011130,Elizabeth,5113
0000011132,PINAROO,5304
0000011133,NORTH SYDNEY,2060
0000011136,Torrensville,5031
0000011137,LOXTON,5333
0000011138,ELIZABETH SOUTH,5112
0000011139,NORTH ADELAIDE,5006
0000011173,ROXBY DOWNS,5725
0000011186,WINGFIELD,5013
0000011207,CRYSTAL BROOK,5523
0000011231,ADELAIDE,5001
0000011232,ADELAIDE,5001
0000011276,CAVAN,5094
0000011281,CAMDEN PARK,5038
0000011315,BORDERTOWN,5268
0000011338,REGENCY PARK,5010
0000011367,Dry Creek,5094
0000011368,"",""
0000011418,Devon Park,5008
0000011442,BERRI,5343
0000011445,WAIKERIE,5330
0000011446,LOXTON,5333
0000011454,Prospect,5082
0000011462,WINGFIELD,5013
0000011467,WILLIAMSTOWN,5351
0000011469,Noarlunga Centre,5168
0000011470,Noarlunga Centre,5168
0000011496,Clarence Gardens,5039
0000011541,NURIOOPTA,5355
0000011542,Ridgehaven,5097
0000011583,Lonsdale,5160
0000011585,BLAKEVIEW,5114
0000011611,ADELAIDE,5000
0000011612,BALHANNAH,5250
0000011613,Lonsdale,5160
0000011615,NORTH PLYMPTON,5037
0000011622,"",""
0000011623,PORT ADELAIDE,5725
0000011625,GEPPS CROSS,5094
0000011645,KATHERINE,0852
0000011666,STRATHALBYN,5255
0000011676,Lock,5633
0000011677,WUDINNA,5652
0000011678,MINNIPA,5654
0000011679,QUORN,5433
0000011696,GREEN FIELDS,5107
0000011721,"GOLDEN GROVE,",5125
0000011726,NETLEY,5037
0000011727,NETLEY,5037
0000011744,MILE END,5031
0000011752,PLYMPTON,5038
0000011753,SOMERTOWN,5141
0000011760,TONSLEY PARK,5042
0000011763,REGENCY PARK,5010
0000011952,McLAREN FLAT,5171
0000012026,ATHOL PARK,5012
0000012046,THEBARTON,5031
