SH_Customer No,SH_Customer City,SH_Customer Post Code
0000053845,SMITHTON,7330
0000053914,Edith Creek,7330
0000053917,MOONAH,7009
0000054091,HEYBRIDGE,7320
0000054094,HEYBRIDGE,7320
0000054125,Prospect,7250
0000054143,SMITHTON,7330
0000054214,New Norforlk,7140
0000054325,"Invermay, Launceston",7250
0000054406,DELORAINE,7304
0000054525,Whitemore,7303
0000054543,CRESSY,7302
0000054853,MOONAH,7009
0000054856,South Launceston,7249
0000054891,Granton,7030
0000054900,East Devonport,7310
0000055045,St Leonards,7250
0000055082,Spreyton,7310
0000055120,Wivenhoe,7320
0000055125,St Leonards,7250
0000055335,Launceston,7250
0000055389,KINGS MEADOWS,7249
0000055420,LUTANA,7009
0000055429,INVERMAY,7249
0000055472,MOONAH,7009
0000055674,Port Latta,7321
0000055690,Hampshire,7322
0000055705,DERWENT PARK,7009
0000055946,Boomer Bay,7177
0000055982,ULVERSTONE,7315
0000055990,Oatlands,7120
0000056038,ULVERSTONE,7315
0000056051,ULVERSTONE,7315
0000056070,Trevallyn,7250
0000056090,WESTBURY,7303
0000056264,Launceston,7250
0000056375,Burnie,7320
0000056380,DEVONPORT,7310
0000056508,EDITH CREEK TAS,7330
0000056602,DELORAINE,7304
0000056652,HOBART,7000
0000056846,Coles Bay,7215
0000056928,DEVONPORT,7310
0000057014,Fingal,7214
0000057114,Bracknell,7302
0000057205,BRIGHTON,7030
0000057226,HOBART,7000
0000057405,QUEENSTOWN,7467
0000057547,Port Latta,7321
0000057559,HOBART,7001
0000057578,Risdon Vale,7016
0000057776,LONGFORD,7301
0000057810,Launceston,7250
0000057968,INVERMAY,7248
0000058067,SASSAFRAS,7307
0000058171,Don,7310
0000058472,"Wivenhoe, BURNIE",7320
0000058516,Burnie,7320
0000058517,ROSEBERY,7470
0000058518,Burnie,7320
0000058540,Burnie,7320
0000058541,QUEENSTOWN,7467
0000058569,Port Latta,7321
0000058579,QUEENSTOWN,7467
0000058743,Spreyton,7310
0000058921,LEGANA,7277
0000058923,ZEEHAN,7469
0000058939,National Park,7140
0000059363,ROSEBERY,7470
0000059418,ROCHERLEA,7248
0000059513,SCOTTSDALE,7260
0000059531,Ouse,7140
0000059536,ST MARYS,7215
0000059631,TRIABUNNA,7190
0000059650,DERWENT PARK,7000
0000059736,Launceston,7212
0000059870,ORFORD,7190
0000059876,Dilston,7252
0000059880,WYNYARD,7325
0000059905,GLENORCHY,7010
0000059961,EXETER,7275
0000060123,BRIGHTON,7030
0000060180,Wivenhoe,7320
0000060407,INVERMAY,7249
0000060478,Cooee,7320
0000060673,SMITHTON,7330
0000060681,SMITHTON,7330
0000060775,MOONAH,7009
0000060915,MOWBRAY,7248
0000061102,Colbrook,7027
0000061154,Mole Creek,7306
0000061165,"NEWSTEAD, Tasmania",7250
0000061207,Burnie,7320
0000061271,Havenview,7320
0000061305,BOTHWELL,7030
0000061332,Austin's Ferry,7011
0000061358,MORNINGTON,7018
0000061483,SMITHTON,7330
0000061506,DEVONPORT,7310
0000061578,SOMERSET,7322
0000061640,INVERMAY,7248
0000061661,WESTBURY,7303
0000061693,Tunbridge,7120
0000061791,Ringarooma,7263
0000061844,Cambridge,7170
0000061923,SMITHTON,7330
0000061944,Launceston,7250
0000061970,Launceston,7250
0000062081,Cambridge,7170
0000062103,LUTANA,7009
0000062254,Launceston,7250
0000062346,Tarraleah,7140
0000062364,Wivenhoe,7320
0000062378,Risdon Vale,7016
0000062418,WYNYARD,7325
0000062526,Pontville,7030
0000062568,MARGATE,7054
0000062787,QUEENSTOWN,7467
0000062810,SMITHTON,7330
0000062881,Kings Medows,7249
