SH_Customer No,SH_Customer City,SH_Customer Post Code
0000060207,BATCHELOR,0822
0000060214,EAST ARM,0822
0000060346,Borroloola,0854
0000060431,KALKARINDJI,0852
0000060447,Nhulunbuy,0880
0000060664,DARWIN,0800
0000060692,NOONAMAH,0837
0000060736,DARWIN,0800
0000060864,TIWI GARDENS,0811
0000060878,Boltze,0829
0000060959,Alyangula-Groote Eylandt,0885
0000060980,Middle Point,0822
0000061001,WINNELLIE,0820
0000061035,ALICE SPRINGS,0870
0000061157,Darwin City,0800
0000061229,BERRIMAH,0828
0000061234,BERRIMAH,0828
0000061238,BERRIMAH,0828
0000061459,PEPPIMENARTI,0820
0000061460,STUART PARK,0820
0000061538,WINNELLIE,0821
0000061539,WINNELLIE,0821
0000061613,Coconut Grove,""
0000061650,BERRIMAH,0828
0000061695,WINNELLIE,0820
0000061990,WICKHAM,0822
0000062007,Middle Point,0822
0000062042,Bees Creek,0836
0000062091,BERRIMAH,0828
0000062145,EAST ARM,0822
0000062152,Channel Island,0822
0000062154,ROBINSON RIVER,0852
0000062286,EAST ARM,0822
0000062354,ALICE SPRINGS,0871
0000062384,KATHERINE,0850
0000062756,Eaton,0820
0000062916,Wagait Beach,0822
0000062927,Darwin NT,0828
0000062935,HUMPTY DOO,0836
0000063008,DARWIN,0801
0000063011,DARWIN,0828
0000063058,PARAP,0820
0000063121,MOULDEN,0830
0000063122,KATHERINE,0850
0000063149,BERRIMAH,0828
0000063293,WUDAPULI,0822
0000063371,DARWIN,0828
0000063398,BERRIMAH,0828
0000063446,WINNELLIE,0820
0000063550,ALICE SPRINGS,0870
0000063559,DARWIN RIVER,0845
0000063668,HOLTZE,0829
0000063698,EAST ARM,0822
0000063771,WINNELLIE,0820
0000063786,EAST ARM,0822
0000064096,BERRIMAH,0828
0000064200,Coconut Grove,0810
0000064244,Hudson Creek,""
0000064407,ALICE SPRINGS,0871
0000064493,ALICE SPRINGS,0870
0000064682,ALICE SPRINGS,0870
0000064687,Knuckeys Lagoon,0828
0000064793,MOULDEN,0830
0000064856,Numbulwar,0852
0000064904,PINE CREEK,0830
0000065161,PALMERSTON,0830
0000065237,NORTHERN TERRITORY,0800
0000065360,DARWIN,0822
0000065581,WICKHAM,0822
0000097020,MELBOURNE,3000
0000097609,DARWIN,""
D106,Tivendale,0822
D300,Tivendale,0822
D301,BERRIMAH,0828
D303,EAST ARM,0828
D600,BERRIMAH,0828
