SH_Customer No,SH_Customer City,SH_Customer Post Code
0000006031,BOTANY,2019
0000006032,MASCOT,2020
0000006033,BOTANY,2019
0000006034,Milperra,2214
0000006035,ROCKDALE,2216
0000006036,Jerilderie,2716
0000006037,SMITHFIELD,2164
0000006038,JERVIS BAY TERRITORY,2540
0000006039,BAMARANG,2541
0000006040,FIVE DOCK,2046
0000006041,Kangaroo Valley,2577
0000006042,Port Kembla,2505
0000006043,RIVERWOOD,2210
0000006044,KOGARAH,2217
0000006045,ROSEBERY,2018
0000006046,FIVE DOCK,2046
0000006048,TAREN POINT,2229
0000006049,PAGEWOOD,2019
0000006050,BOTANY,2019
0000006051,ALEXANDRIA,2015
0000006052,Kiama,2533
0000006053,PUNCHBOWL,2196
0000006054,KOGARAH,2217
0000006055,CARRS PARK,2221
0000006056,SANS SOUCI,2219
0000006057,JINDABYNE,2627
0000006058,Thredbo,2627
0000006059,OWN PICKUP,2164
0000006060,QUEANBEYAN,2620
0000006061,INGLEBURN,2565
0000006062,CHIPPING NORTON,2170
0000006063,UNANDERRA,2526
0000006064,LEETON,2705
0000006065,LEETON,2705
0000006066,CHIPPING NORTON,2170
0000006067,ARNDELL PARK,2136
0000006069,ALEXANDRIA,2015
0000006070,CONJOLA,2539
0000006071,TO COLLECT,2162
0000006079,Padstow,2211
0000006080,CARINGBAH,2229
0000006081,BURWOOD,2134
0000006083,YENNORA,2161
0000006084,INGLEBURN,2565
0000006085,TURRELLA,2205
0000006087,MORUYA,2537
0000006088,ROZELLE,2039
0000006089,BOMADERRY,2540
0000006090,AUBURN,2144
0000006092,Narrandera,2700
0000006093,ROSEBERY,2018
0000006094,PETERSHAM,2049
0000006095,ENMORE,2042
0000006096,PETERSHAM,2049
0000006097,MASCOT,2020
0000006098,MARRICKVILLE,2204
0000006099,Berkeley Vale,2259
0000006100,Castlehill,2154
0000006101,UNANDERRA,2526
0000006102,UNANDERRA,2526
0000006103,MASCOT,2020
0000006104,RIVERWOOD,2210
0000006105,FAIRY MEADOW,2519
0000006106,Narrandera,2700
0000006107,"LINDENWOOD, BELLAVISTA",2153
0000006110,BONDI JUNCTION,2022
0000006111,APPIN,2560
0000006112,GOULBURN,2580
0000006113,ARNDELL PARK,2136
0000006114,Ulladulla,2539
0000006115,BURWOOD,2134
0000006116,ENFIELD,2136
0000006117,LEICHHARDT,2040
0000006118,LEICHHARDT,2040
0000006119,QUEANBEYAN,2620
0000006120,QUEANBEYAN,2620
0000006121,AUBURN,2144
0000006122,MARRICKVILLE,2204
0000006123,BOTANY,2019
0000006124,Narrandera,2700
0000006125,Narrandera,2700
0000006126,SMITHFIELD,2164
0000006127,Padstow,2211
0000006128,BOTANY,2019
0000006131,NOWRA,2541
0000006132,Hoxton Park,2171
0000006133,Bankstown,2200
0000006134,MARRICKVILLE,2204
0000006135,SYDNEY,2000
0000006136,PUNCHBOWL,2196
0000006137,QUEANBEYAN,2620
0000006138,St Peters,2044
0000006139,Roseberry,2018
0000006140,NOWRA,2541
0000006141,SYDNEY SOUTH,2000
0000006142,GREENACRE,2199
0000006143,Griffith,2680
0000006144,HABERFIELD,2045
0000006145,MARRICKVILLE,2204
0000006146,CARDIFF,2285
0000006147,Cooma,2630
0000006148,MARRICKVILLE,2024
0000006149,BEACONSFIELD,2015
0000006150,ROSEBERY,2018
0000006151,BROOKVALE,2100
0000006152,CARINGBAH,2229
0000006153,ALEXANDRIA,2015
0000006154,BOTANY,2019
0000006155,CAMPERDOWN,2050
0000006156,RIVERWOOD,2210
0000006157,ALEXANDRIA,2015
0000006158,Bankstown,2200
0000006159,SYDNEY,2000
0000006161,PARRAMATTA,2150
0000006162,MATRAVILLE,2036
0000006163,MIRANDA,2228
0000006164,MARRICKVILLE,2204
0000006166,Minto,2566
0000006167,BOTANY,2019
0000006168,WATERLOO,2017
0000006169,ARNCLIFFE,2205
0000006170,REVESBY,2212
0000006171,AUBURN,2144
0000006172,COOTAMUNDRA,2590
0000006173,ALBION PARK,2527
0000006174,ALBION PARK,2162
0000006175,Belfield,2191
0000006176,SANS SOUCI,2219
0000006178,Randwick,2031
0000006179,MATRAVILLE,2036
0000006180,MAROUBRA,2035
0000006181,MAROUBRA,2035
0000006183,Wingham,2429
0000006184,CUNDLETOWN,2430
0000006185,TAREE,2430
0000006186,HOLSWORTHY,2173
0000006187,Cooma,2630
0000006188,TOUKLEY,2263
0000006189,WYONG,2259
0000006190,SINGLETON,2330
0000006191,DRUMMOYNE,2047
0000006192,YASS,2582
0000006193,KIRRAWEE,2232
0000006194,SYDNEY COVE,2000
0000006195,LILLYPILLY,2229
0000006196,REVESBY,2212
0000006197,BOTANY,2019
0000006198,St Leonards,2065
0000006199,LIDCOMBE,2141
0000006200,CAMELLIA,2142
0000006201,WAGGA WAGGA,2650
0000006202,PUNCHBOWL,2196
0000006203,YANCO,2703
0000006204,CHIPPING NORTON,2170
0000006205,SMITHFIELD,2164
0000006206,ROCKDALE,2216
0000006207,Bexley,2207
0000006208,BOTANY,2019
0000006209,MASCOT,2020
0000006210,Banksmeadow,2019
0000006211,Padstow,2211
0000006212,GREENACRE,2190
0000006213,Padstow,2211
0000006214,MASCOT,2020
0000006215,ALBION PARK RAIL,2527
0000006216,MARRICKVILLE,2204
0000006217,CAMELLIA,2142
0000006218,STRATHFIELD,2135
0000006219,STRATHFIELD,2135
0000006221,Padstow,2212
0000006222,MARRICKVILLE,2204
0000006223,OAK FLATS,2529
0000006224,OAKFLATS,2529
0000006225,WARILLA,2528
0000006226,ALBION PARK,2527
0000006227,MORUYA,2537
0000006228,MORUYA,2537
0000006229,Gunning,2581
0000006230,ARNDELL PARK,2136
0000006231,NOWRA,2541
0000006232,SHOALHAVEN,2019
0000006233,BOMADERRY,2541
0000006234,BOMADERRY,2541
0000006235,NAROOMA,2546
0000006236,MASCOT,2020
0000006237,Belmore,2192
0000006238,FIVE DOCK,2046
0000006239,Cooma,2630
0000006240,BERRIDALE,2628
0000006241,CHIPPING NORTON,2170
0000006242,Kingsgrove,2208
0000006243,DARLINGTON POINT,2706
0000006244,SMITHFEILD,2164
0000006245,ZETLAND,2017
0000006246,SOUTH SYDNEY,2000
0000006247,Young,2594
0000006248,Young,2594
0000006249,WAGGA WAGGA,2650
0000006250,SMITHFIELD,2164
0000006251,MARRICKVILLE,2204
0000006252,WAGGA WAGGA,2650
0000006253,WETHERILL PARK,2164
0000006254,GOULBURN,2580
0000006255,GOULBURN,2164
0000006257,INGLEBURN,2565
0000006258,REVESBY,2122
0000006259,MARRICKVILLE,2204
0000006260,BOTANY,2019
0000006261,Waverley,2024
0000006262,GOULBURN,2580
0000006263,STRATHFIELD,2135
0000006264,SYDNEY,2000
0000006265,SYDNEY,2000
0000006266,Stockton,2295
0000006267,SHOAL BAY,2315
0000006268,ARNCLIFFE,2205
0000006269,TURELLA,2205
0000006270,LAKEMBA,2195
0000006271,TAREN POINT,2086
0000006272,SUTHERLAND,2232
0000006273,SUTHERLAND,2232
0000006274,SUTHERLAND,2232
0000006275,ENGADINE,2233
0000006276,COMO,2226
0000006277,CARINGBAH,2229
0000006279,Kensington,2033
0000006280,SYDNEY,2000
0000006281,SURREY HILLS,2010
0000006282,THE DOMAIN,2000
0000006283,MOORE PARK,2021
0000006284,SYDNEY,2000
0000006285,SYDNEY,2000
0000006286,SYDNEY,2000
0000006287,MATRAVILLE,2036
0000006288,DARLINGTON,2006
0000006289,BRAIDWOOD,2622
0000006290,Milperra,2214
0000006291,CASTLE HILL,2154
0000006292,Milperra,2214
0000006293,VILLAWOOD,2163
0000006296,SOUTH NOWRA,2541
0000006297,SMITHFIELD,2164
