,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
49613,7052,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-10,2.66,TO,N118,59247,Buttonderry Waste Management facili,2015-10,1985.0746268656717,7052,nsw
49614,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-10,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2015-10,1000.0,34491,nsw
49616,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-10,21.28,TO,N118,53823,Solugistics,2015-10,15880.597014925374,5886,nsw
49618,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-10,1.33,TO,N118,55326,National Transport & Distribution,2015-10,992.5373134328358,8913,nsw
49621,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-09,21.28,TO,N118,53823,Solugistics,2015-09,15880.597014925374,5886,nsw
49624,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-09,1.33,TO,N118,55326,National Transport & Distribution,2015-09,992.5373134328358,8913,nsw
49627,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-09,21.28,TO,N118,53823,Solugistics,2015-09,15880.597014925374,5886,nsw
49629,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-09,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2015-09,1000.0,34491,nsw
49631,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-09,1.33,TO,N118,55326,National Transport & Distribution,2015-09,992.5373134328358,8913,nsw
49637,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-08,21.28,TO,N118,53823,Solugistics,2015-08,15880.597014925374,5886,nsw
49640,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-08,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2015-08,1000.0,34491,nsw
49643,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-07,1.33,TO,N118,55326,National Transport & Distribution,2015-07,992.5373134328358,8913,nsw
