,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
81627,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
81629,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81631,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
81634,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81635,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81636,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81637,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81638,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
81639,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81641,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81642,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39315,BALCATTA WTP-W Corp,3000.0,wa
81644,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,27916,QUINDALUP WTP-W Corp,3000.0,wa
81645,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81646,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3500.0,L,W205,19586,DUNSBOROUGH WWTP -W Corp,3500.0,wa
81647,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,10082,AUSTRALIND-W Corp,4000.0,wa
81648,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
81650,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1500.0,L,W205,39388,YOKINE WTP-W Corp,1500.0,wa
81651,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
81652,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3500.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,3500.0,wa
81653,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,39345,L5 PUMP STN-W Corp,2500.0,wa
81654,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,2000.0,wa
81657,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81658,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81659,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81660,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81661,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81663,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39388,YOKINE WTP-W Corp,3000.0,wa
81664,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2500.0,wa
81665,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39352,MELVILLE-W Corp,2000.0,wa
81666,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,48180,BEENYUP GWRT-W Corp,4000.0,wa
81668,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81671,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81672,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81673,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81674,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81675,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81676,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1500.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,1500.0,wa
81677,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,39345,L5 PUMP STN-W Corp,4000.0,wa
81679,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81680,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81683,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,5000.0,L,W205,39315,BALCATTA WTP-W Corp,5000.0,wa
81685,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81689,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81690,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81691,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81692,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81693,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
81694,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81695,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81696,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
81697,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81698,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,21325,PEMBERTON-W Corp,2500.0,wa
81699,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
81700,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1300.0,L,W205,39285,Altone Park Leisure,1300.0,wa
81701,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
81702,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10000.0,L,W205,10075,SUBIACO-W Corp,10000.0,wa
81703,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39388,YOKINE WTP-W Corp,2000.0,wa
81704,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
81705,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39345,L5 PUMP STN-W Corp,2000.0,wa
81708,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81709,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81710,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81711,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81712,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81714,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4500.0,L,W205,39388,YOKINE WTP-W Corp,4500.0,wa
81715,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2500.0,wa
81716,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,39338,HARVEY-W Corp,4000.0,wa
81718,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81719,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81720,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81721,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81722,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81723,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81724,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39380,WHITFORDS WACWA-W Corp,1000.0,wa
81725,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,4000.0,wa
81727,39272,Swanleigh Residential College,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39272,Swanleigh Residential College,1000.0,wa
81729,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81732,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10000.0,L,W205,39384,WOODMAN PT WA21- Do not use,10000.0,wa
81733,39247,Next Generation Clubs Australia,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,39247,Next Generation Clubs Australia,2500.0,wa
81734,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
81737,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
81739,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,500.0,L,W205,39819,SCP#1 Aust Gold Reagents,500.0,wa
81740,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,800.0,L,W205,39820,SCP#2 Aust Gold Reagents,800.0,wa
81741,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81742,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
81743,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81744,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
81745,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,5000.0,L,W205,48180,BEENYUP GWRT-W Corp,5000.0,wa
81746,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
81747,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81748,39942,TW Power Services,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,8000.0,L,W205,41548,Transfield - Collie PS,8000.0,wa
81749,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,8000.0,L,W205,39370,LOWER STH DANDALUP-W Corp,8000.0,wa
81750,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39388,YOKINE WTP-W Corp,2000.0,wa
81751,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
81752,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2500.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2500.0,wa
81753,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39358,MT HAWTHORN RES-W Corp,2000.0,wa
81754,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3500.0,L,W205,39345,L5 PUMP STN-W Corp,3500.0,wa
81755,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,2000.0,wa
81758,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81759,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81760,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81761,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81762,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81763,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
81765,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39388,YOKINE WTP-W Corp,3000.0,wa
81766,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
81767,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81769,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81770,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81771,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81772,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81773,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81774,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81775,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2000.0,wa
81777,39942,TW Power Services,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,7000.0,L,W205,41549,Bluewater Power Station,7000.0,wa
81778,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81782,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81784,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
81785,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
81788,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81789,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81790,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81791,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
81792,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81793,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,5000.0,L,W205,28881,BEENYUP-W Corp,5000.0,wa
81794,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10000.0,L,W205,10075,SUBIACO-W Corp,10000.0,wa
81796,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
81797,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81798,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
81799,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
81800,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
81801,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2800.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2800.0,wa
81803,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81804,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81805,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81806,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81807,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-09,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81809,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,10500.0,L,W205,40881,Austral Pool Solutions - Malaga,10500.0,wa
81812,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,3000.0,L,W205,39388,YOKINE WTP-W Corp,3000.0,wa
81813,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1000.0,wa
81815,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
81816,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,2000.0,L,W205,39571,CSBP Ammonia Cooling Tower,2000.0,wa
81817,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
81818,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
81819,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81820,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
81821,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,2100.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2100.0,wa
81822,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,10500.0,L,W205,50623,Agent Sales - Bassendean,10500.0,wa
81823,39248,North Lake Senior Campus,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,2000.0,L,W205,39248,North Lake Senior Campus,2000.0,wa
81830,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
81831,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2012-08,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
