,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
160872,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-19,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
160876,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-19,1000.0,L,N106,6086,Big Splash,act
160877,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-19,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
161240,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-12,3500.0,L,N106,5795,Australian Institute of Sport,act
161241,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-12,4600.0,L,N106,5795,Australian Institute of Sport,act
161242,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-12,1000.0,L,N106,6086,Big Splash,act
161243,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-12,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
161545,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-05,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
161547,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-05,1000.0,L,N106,6086,Big Splash,act
161548,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-12-05,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
161847,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-28,1000.0,L,N106,6086,Big Splash,act
161851,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-28,3800.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
162255,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-18,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
162259,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-18,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
162296,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-18,1000.0,L,N106,6086,Big Splash,act
162303,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-18,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
162407,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-14,1000.0,L,N106,6086,Big Splash,act
162409,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-14,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
162667,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-07,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
162670,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-11-07,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
162933,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-31,2000.0,L,N106,6086,Big Splash,act
162934,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-31,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
163204,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-24,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
163205,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-24,4400.0,L,N106,5795,Australian Institute of Sport,act
163469,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-17,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
163470,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-17,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
163473,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-17,1000.0,L,N106,6086,Big Splash,act
163728,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-10-10,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
164181,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-26,1000.0,L,N106,6086,Big Splash,act
164415,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-19,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
164848,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,800.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
164853,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,1000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
164854,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,1800.0,L,N106,5795,Australian Institute of Sport,act
164855,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,3600.0,L,N106,5795,Australian Institute of Sport,act
164856,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,1500.0,L,N106,27936,Australian Defence Force Academy,act
164857,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-09-05,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
165072,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-08-28,3200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
165433,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-08-15,1000.0,L,N106,6086,Big Splash,act
165752,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-08-04,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
165780,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-08-04,1400.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
166146,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-07-18,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
166148,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-07-18,1000.0,L,N106,5795,Australian Institute of Sport,act
166149,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-07-18,4500.0,L,N106,5795,Australian Institute of Sport,act
166482,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-07-04,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
167047,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-06-13,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
167048,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-06-13,3500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
167049,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-06-13,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
167432,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-30,3000.0,L,N106,5795,Australian Institute of Sport,act
167433,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-30,3500.0,L,N106,5795,Australian Institute of Sport,act
167436,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-30,1000.0,L,N106,6086,Big Splash,act
167839,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-16,1500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
167840,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-16,1000.0,L,N106,36131,Canberra Olympic Pool,act
167841,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-16,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
168247,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-05-02,2300.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
168736,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-18,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
168737,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-18,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
168892,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-14,4300.0,L,N106,5795,Australian Institute of Sport,act
168895,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-14,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
169310,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-01,500.0,L,N106,6086,Big Splash,act
169322,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-01,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
169332,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-04-01,1500.0,L,N106,27936,Australian Defence Force Academy,act
169732,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-21,3500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
169733,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-21,3000.0,L,N106,36131,Canberra Olympic Pool,act
169734,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-21,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
169735,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-21,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
170314,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-07,2200.0,L,N106,36131,Canberra Olympic Pool,act
170315,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-07,2200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
170316,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-07,2200.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
170322,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-07,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
170323,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-07,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
170393,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-05,4200.0,L,N106,5795,Australian Institute of Sport,act
170394,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-05,2500.0,L,N106,5795,Australian Institute of Sport,act
170400,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-03-05,750.0,L,N106,6086,Big Splash,act
170727,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-26,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
170920,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-21,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
171033,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-18,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
171034,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-18,2200.0,L,N106,36131,Canberra Olympic Pool,act
171035,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-18,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
171211,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-14,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
171226,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-13,1000.0,L,N106,6086,Big Splash,act
171227,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-13,1000.0,L,N106,5795,Australian Institute of Sport,act
171228,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-13,2500.0,L,N106,5795,Australian Institute of Sport,act
171274,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-13,1000.0,L,N106,6086,Big Splash,act
171472,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-09,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
171498,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-09,1000.0,L,N106,6086,Big Splash,act
171513,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-09,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
171694,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-04,1000.0,L,N106,6086,Big Splash,act
171698,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-04,2000.0,L,N106,36131,Canberra Olympic Pool,act
171700,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-04,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
171701,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-02-04,3200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
171999,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-29,1500.0,L,N106,27936,Australian Defence Force Academy,act
172005,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-29,1000.0,L,N106,6086,Big Splash,act
172006,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-29,1000.0,L,N106,19334,Royal Millitary College Duntroon,act
172026,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-29,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
172344,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-21,2000.0,L,N106,36131,Canberra Olympic Pool,act
172353,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-21,1000.0,L,N106,6086,Big Splash,act
172376,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-21,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
172489,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-17,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
172539,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-16,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
172540,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-16,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
172784,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-12,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
172785,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-12,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
172811,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-12,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
172841,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-09,1150.0,L,N106,36131,Canberra Olympic Pool,act
173044,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-06,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
173053,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-06,1000.0,L,N106,6086,Big Splash,act
173200,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-02,2500.0,L,N106,5795,Australian Institute of Sport,act
173201,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-02,3000.0,L,N106,5795,Australian Institute of Sport,act
173208,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2015-01-02,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
173363,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-29,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
173364,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-29,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
173366,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-29,2300.0,L,N106,36131,Canberra Olympic Pool,act
173395,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-29,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
173590,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-22,1800.0,L,N106,6086,Big Splash,act
173620,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-22,3800.0,L,N106,5795,Australian Institute of Sport,act
173633,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-22,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
173810,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-18,2300.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
173811,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-18,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
173813,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-18,2700.0,L,N106,36131,Canberra Olympic Pool,act
173833,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-18,1500.0,L,N106,6086,Big Splash,act
173997,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-15,1500.0,L,N106,6086,Big Splash,act
174004,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-15,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
174028,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-15,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
174029,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-15,1500.0,L,N106,27936,Australian Defence Force Academy,act
174352,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-08,1500.0,L,N106,6086,Big Splash,act
174357,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-08,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
174387,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-08,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
174388,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-12-08,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
174721,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-29,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
174727,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-29,3500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
174733,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-28,1000.0,L,N106,6086,Big Splash,act
174935,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-25,2500.0,L,N106,36131,Canberra Olympic Pool,act
174973,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-25,4000.0,L,N106,5795,Australian Institute of Sport,act
174975,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-25,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
174976,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-25,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
174977,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-25,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
175328,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-17,1500.0,L,N106,36131,Canberra Olympic Pool,act
175338,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-17,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
175345,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-17,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
175914,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-03,1500.0,L,N106,36131,Canberra Olympic Pool,act
175915,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-03,2200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
175925,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-03,2000.0,L,N106,6086,Big Splash,act
175953,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-11-01,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
176221,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-27,1100.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
176222,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-27,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
176283,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-24,3546.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
176486,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-18,1200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
176487,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-18,2700.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
176488,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-18,3500.0,L,N106,36131,Canberra Olympic Pool,act
176772,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,3546.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
176778,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
176781,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,2000.0,L,N106,5795,Australian Institute of Sport,act
176782,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,3500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
176783,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,5000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
176786,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-10-11,4600.0,L,N106,5795,Australian Institute of Sport,act
177767,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-09-13,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
