,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
207635,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-24,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
207636,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-24,1500.0,L,N106,5795,Australian Institute of Sport,act
207637,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-24,3500.0,L,N106,5795,Australian Institute of Sport,act
207871,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-19,3000.0,L,N106,5795,Australian Institute of Sport,act
207924,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-17,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
207925,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-17,3000.0,L,N106,5795,Australian Institute of Sport,act
207926,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-17,1000.0,L,N106,5795,Australian Institute of Sport,act
207927,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-17,2200.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
207928,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-17,1600.0,L,N106,18178,ACT Electricity & Water,act
208174,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-10,1500.0,L,N106,6086,Big Splash,act
208175,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-10,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
208176,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-10,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
208665,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-26,800.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
208666,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-26,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
208916,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-19,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
208917,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-19,1200.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
208918,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-19,1000.0,L,N106,6086,Big Splash,act
208919,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-19,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
208920,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-19,1500.0,L,N106,27936,Australian Defence Force Academy,act
209182,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-12,2000.0,L,N106,6086,Big Splash,act
209185,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-12,2000.0,L,N106,5795,Australian Institute of Sport,act
209186,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-12,4500.0,L,N106,5795,Australian Institute of Sport,act
209428,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-05,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
209430,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-05,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
209432,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-11-05,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
209849,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-10-22,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
209851,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-10-22,2000.0,L,N106,6086,Big Splash,act
209852,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-10-22,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
210219,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-10-08,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
210220,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-10-08,1300.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
210572,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-09-27,2.0,L,N106,5795,Australian Institute of Sport,act
210611,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-09-24,1000.0,L,N106,5795,Australian Institute of Sport,act
210612,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-09-24,4498.0,L,N106,5795,Australian Institute of Sport,act
210928,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-09-13,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
211590,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-08-13,1300.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
211591,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-08-13,1800.0,L,N106,27936,Australian Defence Force Academy,act
211592,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-08-13,1500.0,L,N106,5795,Australian Institute of Sport,act
211593,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-08-13,4000.0,L,N106,5795,Australian Institute of Sport,act
211594,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-08-13,1500.0,L,N106,6086,Big Splash,act
211999,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-07-23,1500.0,L,N106,6086,Big Splash,act
212001,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-07-23,1400.0,L,N106,18178,ACT Electricity & Water,act
212572,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-25,1400.0,L,N106,5795,Australian Institute of Sport,act
212573,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-25,2000.0,L,N106,5795,Australian Institute of Sport,act
212709,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-18,1000.0,L,N106,6086,Big Splash,act
212850,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-11,795.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
212852,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-11,2088.0,L,N106,5795,Australian Institute of Sport,act
212853,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-06-11,2000.0,L,N106,5795,Australian Institute of Sport,act
213511,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-05-11,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
213526,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-05-11,2000.0,L,N106,5795,Australian Institute of Sport,act
213528,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-05-11,2000.0,L,N106,5795,Australian Institute of Sport,act
214278,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-04-11,2000.0,L,N106,5795,Australian Institute of Sport,act
214290,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-04-11,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
214690,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-26,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
214691,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-26,1500.0,L,N106,27936,Australian Defence Force Academy,act
214692,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-26,4000.0,L,N106,5795,Australian Institute of Sport,act
214693,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-26,2500.0,L,N106,5795,Australian Institute of Sport,act
215115,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-12,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
215350,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-05,500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
215487,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-02,500.0,L,N106,6086,Big Splash,act
215490,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-02,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
215493,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-02,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
215494,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-03-02,2000.0,L,N106,5795,Australian Institute of Sport,act
215618,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-26,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
215621,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-26,2000.0,L,N106,6086,Big Splash,act
215624,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-26,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
215626,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-26,1000.0,L,N106,18178,ACT Electricity & Water,act
216149,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-12,1500.0,L,N106,6086,Big Splash,act
216152,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-12,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
216154,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-12,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
216396,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-02-08,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
216769,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-29,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
216771,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-29,3000.0,L,N106,6086,Big Splash,act
216772,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-29,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
217039,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-22,2500.0,L,N106,5795,Australian Institute of Sport,act
217043,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-22,2000.0,L,N106,5795,Australian Institute of Sport,act
217045,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-22,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
217046,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-22,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
217315,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-15,1600.0,L,N106,6086,Big Splash,act
217317,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-15,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
217318,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-15,3500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
217812,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-02,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
217813,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-02,2500.0,L,N106,6086,Big Splash,act
217814,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-02,1500.0,L,N106,27936,Australian Defence Force Academy,act
217815,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-02,2300.0,L,N106,19334,Royal Millitary College Duntroon,act
217816,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-01-02,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
218319,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,1000.0,L,N106,18178,ACT Electricity & Water,act
218320,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,2500.0,L,N106,5795,Australian Institute of Sport,act
218321,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,1000.0,L,N106,5795,Australian Institute of Sport,act
218322,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,2000.0,L,N106,6086,Big Splash,act
218323,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
218325,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-18,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
218859,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,3000.0,L,N106,5795,Australian Institute of Sport,act
218860,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,1000.0,L,N106,5795,Australian Institute of Sport,act
218862,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
218863,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
218865,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
218866,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-12-04,1500.0,L,N106,6086,Big Splash,act
219374,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-20,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
219377,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-20,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
219380,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-20,2000.0,L,N106,6086,Big Splash,act
219835,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,1500.0,L,N106,6086,Big Splash,act
219838,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
219842,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
219843,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
219844,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,2000.0,L,N106,5795,Australian Institute of Sport,act
219845,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-11-06,1300.0,L,N106,5795,Australian Institute of Sport,act
220229,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-26,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
220481,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-16,2000.0,L,N106,6086,Big Splash,act
220482,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-16,2000.0,L,N106,5795,Australian Institute of Sport,act
220486,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-16,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
220867,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-02,2000.0,L,N106,5795,Australian Institute of Sport,act
220868,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-02,2000.0,L,N106,5795,Australian Institute of Sport,act
220873,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-02,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
220874,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-10-02,1500.0,L,N106,27936,Australian Defence Force Academy,act
221432,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-09-11,2000.0,L,N106,5795,Australian Institute of Sport,act
221433,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-09-11,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
222001,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-08-14,3000.0,L,N106,5795,Australian Institute of Sport,act
222002,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-08-14,2000.0,L,N106,5795,Australian Institute of Sport,act
222004,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-08-14,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
222581,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-07-17,2000.0,L,N106,5795,Australian Institute of Sport,act
222582,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-07-17,2000.0,L,N106,5795,Australian Institute of Sport,act
223177,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-06-19,3500.0,L,N106,5795,Australian Institute of Sport,act
223178,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-06-19,2000.0,L,N106,5795,Australian Institute of Sport,act
223179,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-06-19,1300.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
223825,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-05-22,1000.0,L,N106,5795,Australian Institute of Sport,act
223826,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-05-22,2000.0,L,N106,5795,Australian Institute of Sport,act
223830,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-05-22,1500.0,L,N106,27936,Australian Defence Force Academy,act
223831,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-05-22,1000.0,L,N106,8886,Southwell Park,act
224534,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-04-24,1300.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
224536,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-04-24,4000.0,L,N106,5795,Australian Institute of Sport,act
225816,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-13,999.0,L,N106,5795,Australian Institute of Sport,act
225817,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-13,1500.0,L,N106,5795,Australian Institute of Sport,act
225819,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-13,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
226056,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-06,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
226058,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-06,2000.0,L,N106,5795,Australian Institute of Sport,act
226059,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-06,2030.0,L,N106,19334,Royal Millitary College Duntroon,act
226060,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-03-06,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
226334,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-27,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
226335,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-27,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
226337,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-27,3000.0,L,N106,6086,Big Splash,act
226338,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-27,3000.0,L,N106,6086,Big Splash,act
226912,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-13,1500.0,L,N106,6086,Big Splash,act
226913,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-13,1800.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
226914,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-13,1615.0,L,N106,5795,Australian Institute of Sport,act
226915,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-13,2000.0,L,N106,5795,Australian Institute of Sport,act
226918,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-13,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
227177,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-06,2500.0,L,N106,6086,Big Splash,act
227178,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-06,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
227180,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-02-06,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
227467,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-30,2000.0,L,N106,5795,Australian Institute of Sport,act
227469,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-30,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
227472,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-30,3500.0,L,N106,6086,Big Splash,act
227474,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-30,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
227722,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-23,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
227723,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-23,3500.0,L,N106,6086,Big Splash,act
228015,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-16,2000.0,L,N106,6086,Big Splash,act
228016,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2010-01-16,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
